24-03-2021,Himachal Pradesh,58555,1025,61035
24-03-2021,Jammu and Kashmir,125443,1983,128836
24-03-2021,Jharkhand,119549,1098,121501
24-03-2021,Karnataka,945594,12449,973657
24-03-2021,Kerala,1078743,4517,1107452
24-03-2021,Lakshadweep,592,1,697
24-03-2021,Ladakh,9709,130,9929
24-03-2021,Madhya Pradesh,265373,3912,278577
24-03-2021,Maharashtra,2247495,53589,2533026
24-03-2021,Manipur,28935,373,29352
24-03-2021,Meghalaya,13843,149,14017
24-03-2021,Mizoram,4423,11,4452
24-03-2021,Nagaland,12132,91,12225
24-03-2021,Odisha,336266,1919,339076
24-03-2021,Puducherry,39521,677,40520
24-03-2021,Punjab,191825,6435,217663
24-03-2021,Rajasthan,319437,2807,326506
24-03-2021,Sikkim,6031,135,6208
24-03-2021,Tamil Nadu,848041,12618,869804
24-03-2021,Telengana,299270,1676,304298
24-03-2021,Tripura,33044,392,33479
24-03-2021,Uttarakhand,96010,1706,98646
24-03-2021,Uttar Pradesh,596101,8764,608709
24-03-2021,West Bengal,567437,10310,581403
25-03-2021,Andhra Pradesh,884978,7197,895121
25-03-2021,Andaman and Nicobar Islands,4973,62,5041
25-03-2021,Arunachal Pradesh,16785,56,16842
25-03-2021,Assam,215277,1103,218099
25-03-2021,Bihar,261648,1565,263940
25-03-2021,Chandigarh,22587,365,25130
25-03-2021,Chhattisgarh,313749,4011,329694
25-03-2021,Dadra and Nagar Haveli and Daman and Diu,3438,2,3510
25-03-2021,Delhi,635364,10973,651227
25-03-2021,Goa,55004,821,56981
25-03-2021,Gujarat,278880,4466,292169
25-03-2021,Haryana,272714,3110,282569
25-03-2021,Himachal Pradesh,58620,1027,61301
25-03-2021,Jammu and Kashmir,125535,1983,129031
25-03-2021,Jharkhand,119626,1100,121695
25-03-2021,Karnataka,946589,12461,975955
25-03-2021,Kerala,1080803,4527,1109908
25-03-2021,Lakshadweep,592,1,697
25-03-2021,Ladakh,9711,130,9942
25-03-2021,Madhya Pradesh,266323,3919,280289
25-03-2021,Maharashtra,2262593,53684,2564881
25-03-2021,Manipur,28935,374,29362
25-03-2021,Meghalaya,13848,149,14019
25-03-2021,Mizoram,4425,11,4454
25-03-2021,Nagaland,12133,91,12226
25-03-2021,Odisha,336337,1919,339246
25-03-2021,Puducherry,39521,679,40645
25-03-2021,Punjab,193280,6474,220276
25-03-2021,Rajasthan,319695,2808,327175
25-03-2021,Sikkim,6032,135,6210
25-03-2021,Tamil Nadu,849064,12630,871440
25-03-2021,Telengana,299427,1680,304791
25-03-2021,Tripura,33045,392,33480
25-03-2021,Uttarakhand,96062,1706,98880
25-03-2021,Uttar Pradesh,596286,8769,609443
25-03-2021,West Bengal,567771,10312,581865
26-03-2021,Andhra Pradesh,885209,7201,895879
26-03-2021,Andaman and Nicobar Islands,4974,62,5042
26-03-2021,Arunachal Pradesh,16785,56,16842
26-03-2021,Assam,215299,1104,218139
26-03-2021,Bihar,261706,1567,264198
26-03-2021,Chandigarh,22702,368,25356
26-03-2021,Chhattisgarh,314769,4026,332113
26-03-2021,Dadra and Nagar Haveli and Daman and Diu,3442,2,3536
26-03-2021,Delhi,636267,10978,652742
26-03-2021,Goa,55070,822,57170
26-03-2021,Gujarat,280285,4473,294130
26-03-2021,Haryana,273276,3117,283622
26-03-2021,Himachal Pradesh,58684,1029,61616
26-03-2021,Jammu and Kashmir,125627,1983,129203
26-03-2021,Jharkhand,119698,1100,121973
26-03-2021,Karnataka,947781,12471,978478
26-03-2021,Kerala,1082668,4539,1111897
26-03-2021,Lakshadweep,596,1,708
26-03-2021,Ladakh,9713,130,9948
26-03-2021,Madhya Pradesh,267242,3928,282174
26-03-2021,Maharashtra,2283037,53795,2600833
26-03-2021,Manipur,28936,374,29367
26-03-2021,Meghalaya,13849,150,14022
26-03-2021,Mizoram,4425,11,4460
26-03-2021,Nagaland,12133,92,12229
26-03-2021,Odisha,336409,1919,339460
26-03-2021,Puducherry,39521,679,40740
26-03-2021,Punjab,195015,6517,222937
26-03-2021,Rajasthan,319933,2808,327890
26-03-2021,Sikkim,6037,135,6212
26-03-2021,Tamil Nadu,850091,12641,873219
26-03-2021,Telengana,299631,1683,305309
26-03-2021,Tripura,33046,392,33482
26-03-2021,Uttarakhand,96215,1707,99072
26-03-2021,Uttar Pradesh,596451,8773,610273
26-03-2021,West Bengal,568115,10316,582381
27-03-2021,Andhra Pradesh,885515,7203,896863
27-03-2021,Andaman and Nicobar Islands,4974,62,5043
27-03-2021,Arunachal Pradesh,16785,56,16843
27-03-2021,Assam,215325,1104,218176
27-03-2021,Bihar,261839,1569,264409
27-03-2021,Chandigarh,22840,372,25604
27-03-2021,Chhattisgarh,315423,4048,334778
27-03-2021,Dadra and Nagar Haveli and Daman and Diu,3443,2,3554
27-03-2021,Delhi,637238,10987,654276
27-03-2021,Goa,55181,823,57283
27-03-2021,Gujarat,281707,4479,296320
27-03-2021,Haryana,274024,3125,284944
27-03-2021,Himachal Pradesh,58813,1030,61967
27-03-2021,Jammu and Kashmir,125748,1984,129413
27-03-2021,Jharkhand,119779,1103,122281
27-03-2021,Karnataka,948988,12484,981044
27-03-2021,Kerala,1084585,4553,1113722
27-03-2021,Lakshadweep,614,1,714
27-03-2021,Ladakh,9724,130,9965
27-03-2021,Madhya Pradesh,268290,3937,284265
27-03-2021,Maharashtra,2300056,53907,2637735
27-03-2021,Manipur,28939,374,29373
27-03-2021,Meghalaya,13853,150,14029
27-03-2021,Mizoram,4426,11,4463
27-03-2021,Nagaland,12133,92,12229
27-03-2021,Odisha,336482,1919,339694
27-03-2021,Puducherry,39521,679,40836
27-03-2021,Punjab,196831,6576,226059
27-03-2021,Rajasthan,320199,2811,328743
27-03-2021,Sikkim,6039,135,6215
27-03-2021,Tamil Nadu,851222,12650,875190
27-03-2021,Telengana,299878,1685,305804
27-03-2021,Tripura,33047,392,33490
27-03-2021,Uttarakhand,96388,1708,99258
27-03-2021,Uttar Pradesh,596698,8779,611301
27-03-2021,West Bengal,568476,10320,583027
28-03-2021,Andhra Pradesh,885892,7203,897810
28-03-2021,Andaman and Nicobar Islands,4975,62,5044
28-03-2021,Arunachal Pradesh,16785,56,16845
28-03-2021,Assam,215348,1104,218222
28-03-2021,Bihar,261917,1571,264604
28-03-2021,Chandigarh,22992,374,25898
28-03-2021,Chhattisgarh,316043,4061,337940
28-03-2021,Dadra and Nagar Haveli and Daman and Diu,3448,2,3580
28-03-2021,Delhi,638212,10997,655834
28-03-2021,Goa,55250,824,57453
28-03-2021,Gujarat,283241,4484,298596
28-03-2021,Haryana,274785,3132,286327
28-03-2021,Himachal Pradesh,58989,1033,62383
28-03-2021,Jammu and Kashmir,125886,1985,129684
28-03-2021,Jharkhand,119878,1107,122621
28-03-2021,Karnataka,950167,12492,983930
28-03-2021,Kerala,1086669,4567,1115777
28-03-2021,Lakshadweep,625,1,714
28-03-2021,Ladakh,9727,130,9974
28-03-2021,Madhya Pradesh,269465,3947,286407
28-03-2021,Maharashtra,2314579,54073,2673461
28-03-2021,Manipur,28944,374,29376
28-03-2021,Meghalaya,13855,150,14031
28-03-2021,Mizoram,4428,11,4465
28-03-2021,Nagaland,12133,92,12229
28-03-2021,Odisha,336571,1920,339904
28-03-2021,Puducherry,39521,680,40964
28-03-2021,Punjab,198972,6621,228864
28-03-2021,Rajasthan,320426,2811,329595
28-03-2021,Sikkim,6041,135,6226
28-03-2021,Tamil Nadu,852463,12659,877279
28-03-2021,Telengana,300156,1688,306339
28-03-2021,Tripura,33050,392,33491
28-03-2021,Uttarakhand,96467,1709,99515
28-03-2021,Uttar Pradesh,596953,8783,612403
28-03-2021,West Bengal,568909,10322,583839
29-03-2021,Andhra Pradesh,886216,7205,898815
29-03-2021,Andaman and Nicobar Islands,4976,62,5046
29-03-2021,Arunachal Pradesh,16785,56,16845
29-03-2021,Assam,215366,1104,218270
29-03-2021,Bihar,262036,1572,264955
29-03-2021,Chandigarh,23184,377,26194
29-03-2021,Chhattisgarh,316778,4076,340093
29-03-2021,Dadra and Nagar Haveli and Daman and Diu,3458,2,3607
29-03-2021,Delhi,639164,11006,657715
29-03-2021,Goa,55354,826,57584
29-03-2021,Gujarat,284846,4492,300866
29-03-2021,Haryana,275458,3141,287719
29-03-2021,Himachal Pradesh,59146,1036,62660
29-03-2021,Jammu and Kashmir,126003,1989,129993
29-03-2021,Jharkhand,119954,1110,122935
29-03-2021,Karnataka,951452,12504,987012
29-03-2021,Kerala,1088522,4579,1117993
29-03-2021,Lakshadweep,657,1,715
29-03-2021,Ladakh,9736,130,9974
29-03-2021,Madhya Pradesh,270540,3958,288683
29-03-2021,Maharashtra,2332453,54181,2713875
29-03-2021,Manipur,28948,374,29385
29-03-2021,Meghalaya,13856,150,14032
29-03-2021,Mizoram,4428,11,4465
29-03-2021,Nagaland,12134,92,12230
29-03-2021,Odisha,336691,1920,340194
29-03-2021,Puducherry,39521,680,41101
29-03-2021,Punjab,201127,6690,231734
29-03-2021,Rajasthan,320704,2813,330676
29-03-2021,Sikkim,6048,135,6227
29-03-2021,Tamil Nadu,853733,12670,879473
29-03-2021,Telengana,300469,1690,306742
29-03-2021,Tripura,33052,392,33491
29-03-2021,Uttarakhand,96512,1709,99881
29-03-2021,Uttar Pradesh,597320,8786,613798
29-03-2021,West Bengal,569366,10324,584666
30-03-2021,Andhra Pradesh,886498,7210,899812
30-03-2021,Andaman and Nicobar Islands,4976,62,5052
30-03-2021,Arunachal Pradesh,16785,56,16845
30-03-2021,Assam,215390,1104,218310
30-03-2021,Bihar,262133,1573,265194
30-03-2021,Chandigarh,23345,377,26468
30-03-2021,Chhattisgarh,317239,4096,341516
30-03-2021,Dadra and Nagar Haveli and Daman and Diu,3463,2,3623
30-03-2021,Delhi,640575,11012,659616
30-03-2021,Goa,55455,828,57712
30-03-2021,Gujarat,286577,4500,303118
30-03-2021,Haryana,276259,3143,288714
30-03-2021,Himachal Pradesh,59308,1039,62981
30-03-2021,Jammu and Kashmir,126129,1989,130228
30-03-2021,Jharkhand,120012,1110,123090
30-03-2021,Karnataka,953416,12520,989804
30-03-2021,Kerala,1090419,4590,1119542
30-03-2021,Lakshadweep,669,1,715
30-03-2021,Ladakh,9742,130,10007
30-03-2021,Madhya Pradesh,271889,3967,291006
30-03-2021,Maharashtra,2353307,54283,2745518
30-03-2021,Manipur,28950,374,29391
30-03-2021,Meghalaya,13858,150,14034
30-03-2021,Mizoram,4428,11,4468
30-03-2021,Nagaland,12134,92,12233
30-03-2021,Odisha,336809,1921,340402
30-03-2021,Puducherry,39554,681,41226
30-03-2021,Punjab,203710,6749,234602
30-03-2021,Rajasthan,320971,2813,331578
30-03-2021,Sikkim,6049,135,6227
30-03-2021,Tamil Nadu,855085,12684,881752
30-03-2021,Telengana,300833,1694,307205
30-03-2021,Tripura,33052,392,33493
30-03-2021,Uttarakhand,96555,1711,99990
30-03-2021,Uttar Pradesh,597619,8790,615078
30-03-2021,West Bengal,569828,10325,585305
31-03-2021,Andhra Pradesh,886978,7213,900805
31-03-2021,Andaman and Nicobar Islands,4976,62,5081
31-03-2021,Arunachal Pradesh,16785,56,16845
31-03-2021,Assam,215413,1104,218363
31-03-2021,Bihar,262238,1574,265268
31-03-2021,Chandigarh,23523,379,26733
31-03-2021,Chhattisgarh,318436,4131,344624
31-03-2021,Dadra and Nagar Haveli and Daman and Diu,3474,2,3642
31-03-2021,Delhi,642166,11016,660611
31-03-2021,Goa,55591,829,57839
31-03-2021,Gujarat,288565,4510,305338
31-03-2021,Haryana,277110,3147,289694
31-03-2021,Himachal Pradesh,59445,1045,63320
31-03-2021,Jammu and Kashmir,126304,1990,130587
31-03-2021,Jharkhand,120141,1113,123508
31-03-2021,Karnataka,954678,12541,992779
31-03-2021,Kerala,1092365,4606,1121931
31-03-2021,Lakshadweep,678,1,718
31-03-2021,Ladakh,9767,130,10119
31-03-2021,Madhya Pradesh,273168,3977,293179
31-03-2021,Maharashtra,2377127,54422,2773436
31-03-2021,Manipur,28952,374,29393
31-03-2021,Meghalaya,13861,150,14056
31-03-2021,Mizoram,4434,11,4473
31-03-2021,Nagaland,12134,92,12233
31-03-2021,Odisha,336930,1921,340620
31-03-2021,Puducherry,39648,682,41341
31-03-2021,Punjab,206246,6813,236790
31-03-2021,Rajasthan,321275,2813,332243
31-03-2021,Sikkim,6050,135,6233
31-03-2021,Tamil Nadu,856548,12700,884094
31-03-2021,Telengana,301227,1697,307889
31-03-2021,Tripura,33055,392,33503
31-03-2021,Uttarakhand,96709,1713,100118
31-03-2021,Uttar Pradesh,598001,8800,615996
31-03-2021,West Bengal,570303,10327,585933
01-04-2021,Andhra Pradesh,887434,7217,901989
01-04-2021,Andaman and Nicobar Islands,4976,62,5083
01-04-2021,Arunachal Pradesh,16785,56,16845
01-04-2021,Assam,215445,1105,218412
01-04-2021,Bihar,262371,1576,265527
01-04-2021,Chandigarh,23702,379,26999
01-04-2021,Chhattisgarh,319488,4170,349187
01-04-2021,Dadra and Nagar Haveli and Daman and Diu,3482,2,3661
01-04-2021,Delhi,642565,11027,662430
01-04-2021,Goa,55653,830,58039
01-04-2021,Gujarat,290569,4519,307698
01-04-2021,Haryana,277919,3155,290800
01-04-2021,Himachal Pradesh,59584,1048,63605
01-04-2021,Jammu and Kashmir,126435,1994,130960
01-04-2021,Jharkhand,120263,1113,124201
01-04-2021,Karnataka,956170,12567,997004
01-04-2021,Kerala,1094404,4621,1124584
01-04-2021,Lakshadweep,680,1,723
01-04-2021,Ladakh,9771,130,10157
01-04-2021,Madhya Pradesh,274429,3986,295511
01-04-2021,Maharashtra,2400727,54649,2812980
01-04-2021,Manipur,28956,374,29400
01-04-2021,Meghalaya,13866,150,18541
01-04-2021,Mizoram,4434,11,4476
01-04-2021,Nagaland,12136,92,12340
01-04-2021,Odisha,337091,1921,340917
01-04-2021,Puducherry,39712,682,41468
01-04-2021,Punjab,209034,6868,239734
01-04-2021,Rajasthan,321668,2818,333149
01-04-2021,Sikkim,6053,135,6235
01-04-2021,Tamil Nadu,858075,12719,886673
01-04-2021,Telengana,301564,1701,308776
01-04-2021,Tripura,33065,392,33517
01-04-2021,Uttarakhand,96831,1717,100411
01-04-2021,Uttar Pradesh,598535,8811,617194
01-04-2021,West Bengal,570811,10329,586915
02-04-2021,Andhra Pradesh,887898,7220,903260
02-04-2021,Andaman and Nicobar Islands,4980,62,5084
02-04-2021,Arunachal Pradesh,16785,56,16845
02-04-2021,Assam,215479,1107,218470
02-04-2021,Bihar,262529,1578,266015
02-04-2021,Chandigarh,23925,380,27256
02-04-2021,Chhattisgarh,320613,4204,353804
02-04-2021,Dadra and Nagar Haveli and Daman and Diu,3490,2,3683
02-04-2021,Delhi,643686,11036,665220
02-04-2021,Goa,55757,831,58304
02-04-2021,Gujarat,292584,4528,310108
02-04-2021,Haryana,278883,3164,292409
02-04-2021,Himachal Pradesh,59741,1052,64014
02-04-2021,Jammu and Kashmir,126549,1998,131421
02-04-2021,Jharkhand,120425,1114,124891
02-04-2021,Karnataka,957769,12585,1001238
02-04-2021,Kerala,1096239,4632,1127382
02-04-2021,Lakshadweep,688,1,726
02-04-2021,Ladakh,9778,130,10175
02-04-2021,Madhya Pradesh,276002,3998,298057
02-04-2021,Maharashtra,2433368,54898,2856163
02-04-2021,Manipur,28963,374,29401
02-04-2021,Meghalaya,13867,150,14067
02-04-2021,Mizoram,4436,11,4484
02-04-2021,Nagaland,12138,92,12345
02-04-2021,Odisha,337212,1921,341311
02-04-2021,Puducherry,39755,683,41728
02-04-2021,Punjab,211325,6926,242895
02-04-2021,Rajasthan,322114,2822,334499
02-04-2021,Sikkim,6060,135,6241
02-04-2021,Tamil Nadu,859709,12738,889490
02-04-2021,Telengana,301876,1706,309741
02-04-2021,Tripura,33070,392,33521
02-04-2021,Uttarakhand,96956,1719,100911
02-04-2021,Uttar Pradesh,599045,8820,619783
02-04-2021,West Bengal,571345,10331,588189
03-04-2021,Andhra Pradesh,888508,7225,904548
03-04-2021,Andaman and Nicobar Islands,4981,62,5084
03-04-2021,Arunachal Pradesh,16785,56,16846
03-04-2021,Assam,215517,1107,218533
03-04-2021,Bihar,262733,1580,266677
03-04-2021,Chandigarh,24064,381,27543
03-04-2021,Chhattisgarh,321873,4247,357978
03-04-2021,Dadra and Nagar Haveli and Daman and Diu,3499,2,3703
03-04-2021,Delhi,645770,11050,668814
03-04-2021,Goa,55838,832,58584
03-04-2021,Gujarat,294650,4539,312748
03-04-2021,Haryana,280074,3174,294270
03-04-2021,Himachal Pradesh,60026,1056,64420
03-04-2021,Jammu and Kashmir,126720,2003,131938
03-04-2021,Jharkhand,120562,1115,125585
03-04-2021,Karnataka,959400,12591,1006229
03-04-2021,Kerala,1098526,4646,1129890
03-04-2021,Lakshadweep,690,1,733
03-04-2021,Ladakh,9781,130,10189
03-04-2021,Madhya Pradesh,277484,4014,300834
03-04-2021,Maharashtra,2457494,55379,2904076
03-04-2021,Manipur,28975,374,29406
03-04-2021,Meghalaya,13868,150,14082
03-04-2021,Mizoram,4436,11,4487
03-04-2021,Nagaland,12138,92,12361
03-04-2021,Odisha,337430,1921,341772
03-04-2021,Puducherry,39837,684,41941
03-04-2021,Punjab,213327,6983,245768
03-04-2021,Rajasthan,322613,2824,335921
03-04-2021,Sikkim,6064,135,6245
03-04-2021,Tamil Nadu,861424,12750,892780
03-04-2021,Telengana,302207,1712,310819
03-04-2021,Tripura,33075,392,33523
03-04-2021,Uttarakhand,97150,1721,101275
03-04-2021,Uttar Pradesh,599827,8836,622736
03-04-2021,West Bengal,571895,10335,589922
04-04-2021,Andhra Pradesh,889295,7234,905946
04-04-2021,Andaman and Nicobar Islands,4987,62,5098
04-04-2021,Arunachal Pradesh,16785,56,16849
04-04-2021,Assam,215549,1107,218601
04-04-2021,Bihar,262988,1582,267513
04-04-2021,Chandigarh,24309,382,27853
04-04-2021,Chhattisgarh,323201,4283,363796
04-04-2021,Dadra and Nagar Haveli and Daman and Diu,3518,2,3719
04-04-2021,Delhi,648674,11060,672381
04-04-2021,Goa,55989,834,58803
04-04-2021,Gujarat,296713,4552,315563
04-04-2021,Haryana,281258,3184,296229
04-04-2021,Himachal Pradesh,60337,1060,64838
04-04-2021,Jammu and Kashmir,126860,2005,132439
04-04-2021,Jharkhand,120723,1122,126458
04-04-2021,Karnataka,961359,12610,1010602
04-04-2021,Kerala,1100186,4658,1132431
04-04-2021,Lakshadweep,701,1,740
04-04-2021,Ladakh,9790,130,10226
04-04-2021,Madhya Pradesh,279275,4029,303673
04-04-2021,Maharashtra,2495315,55656,2953523
04-04-2021,Manipur,28981,374,29415
04-04-2021,Meghalaya,13868,150,14106
04-04-2021,Mizoram,4439,11,4490
04-04-2021,Nagaland,12138,92,12362
04-04-2021,Odisha,337635,1921,342224
04-04-2021,Puducherry,39974,684,42132
04-04-2021,Punjab,216108,7032,248454
04-04-2021,Rajasthan,323031,2827,337596
04-04-2021,Sikkim,6068,135,6251
04-04-2021,Tamil Nadu,863258,12764,896226
04-04-2021,Telengana,302500,1717,312140
04-04-2021,Tripura,33075,392,33537
04-04-2021,Uttarakhand,97351,1725,101714
04-04-2021,Uttar Pradesh,600577,8850,625923
04-04-2021,West Bengal,572474,10340,591658
05-04-2021,Andhra Pradesh,890137,7239,907676
05-04-2021,Andaman and Nicobar Islands,4990,62,5109
05-04-2021,Arunachal Pradesh,16785,56,16849
05-04-2021,Assam,215597,1109,218670
05-04-2021,Bihar,263233,1583,268377
05-04-2021,Chandigarh,24661,383,28194
05-04-2021,Chhattisgarh,326277,4319,369046
05-04-2021,Dadra and Nagar Haveli and Daman and Diu,3538,2,3744
05-04-2021,Delhi,651351,11081,676414
05-04-2021,Goa,56156,835,59068
05-04-2021,Gujarat,298737,4566,318438
05-04-2021,Haryana,282368,3191,298133
05-04-2021,Himachal Pradesh,60595,1070,65242
05-04-2021,Jammu and Kashmir,127049,2008,133012
05-04-2021,Jharkhand,120872,1130,127246
05-04-2021,Karnataka,963419,12625,1015155
05-04-2021,Kerala,1102359,4668,1135233
05-04-2021,Lakshadweep,704,1,741
05-04-2021,Ladakh,9802,130,10255
05-04-2021,Madhya Pradesh,281476,4040,306851
05-04-2021,Maharashtra,2522823,55878,3010597
05-04-2021,Manipur,28988,374,29423
05-04-2021,Meghalaya,13870,150,14122
05-04-2021,Mizoram,4439,11,4491
05-04-2021,Nagaland,12138,92,12363
05-04-2021,Odisha,337935,1922,342695
05-04-2021,Puducherry,40083,684,42359
05-04-2021,Punjab,219063,7083,251460
05-04-2021,Rajasthan,323618,2829,339325
05-04-2021,Sikkim,6071,135,6257
05-04-2021,Tamil Nadu,865071,12778,899807
05-04-2021,Telengana,302768,1723,313237
05-04-2021,Tripura,33085,392,33540
05-04-2021,Uttarakhand,97520,1727,102264
05-04-2021,Uttar Pradesh,601440,8881,630059
05-04-2021,West Bengal,573118,10344,593615
06-04-2021,Andhra Pradesh,891048,7244,909002
06-04-2021,Andaman and Nicobar Islands,5001,62,5116
06-04-2021,Arunachal Pradesh,16785,56,16851
06-04-2021,Assam,215657,1109,218740
06-04-2021,Bihar,263582,1586,269312
06-04-2021,Chandigarh,25033,384,28479
06-04-2021,Chhattisgarh,327689,4363,376348
06-04-2021,Dadra and Nagar Haveli and Daman and Diu,3556,2,3770
06-04-2021,Delhi,654277,11096,679962
06-04-2021,Goa,56298,837,59315
06-04-2021,Gujarat,300765,4581,321598
06-04-2021,Haryana,283869,3199,300173
06-04-2021,Himachal Pradesh,60905,1076,65809
06-04-2021,Jammu and Kashmir,127290,2010,133454
06-04-2021,Jharkhand,121310,1140,128332
06-04-2021,Karnataka,965275,12657,1020434
06-04-2021,Kerala,1104225,4680,1137590
06-04-2021,Lakshadweep,712,1,744
06-04-2021,Ladakh,9810,130,10303
06-04-2021,Madhya Pradesh,283540,4055,310249
06-04-2021,Maharashtra,2549075,56033,3057885
06-04-2021,Manipur,28997,374,29428
06-04-2021,Meghalaya,13877,150,14126
06-04-2021,Mizoram,4444,11,4500
06-04-2021,Nagaland,12138,92,12365
06-04-2021,Odisha,338150,1922,343268
06-04-2021,Puducherry,40178,684,42539
06-04-2021,Punjab,221578,7155,254152
06-04-2021,Rajasthan,324145,2841,341754
06-04-2021,Sikkim,6071,136,6263
06-04-2021,Tamil Nadu,866913,12789,903479
06-04-2021,Telengana,303013,1729,314735
06-04-2021,Tripura,33091,392,33554
06-04-2021,Uttarakhand,97881,1729,102811
06-04-2021,Uttar Pradesh,602319,8894,634033
06-04-2021,West Bengal,573782,10348,595576
07-04-2021,Andhra Pradesh,891883,7251,910943
07-04-2021,Andaman and Nicobar Islands,5010,62,5123
07-04-2021,Arunachal Pradesh,16786,56,16853
07-04-2021,Assam,215691,1111,218832
07-04-2021,Bihar,263849,1588,270392
07-04-2021,Chandigarh,25375,386,28798
07-04-2021,Chhattisgarh,329408,4416,386269
07-04-2021,Dadra and Nagar Haveli and Daman and Diu,3590,2,3788
07-04-2021,Delhi,656617,11113,685062
07-04-2021,Goa,56393,838,59702
07-04-2021,Gujarat,302932,4598,324878
07-04-2021,Haryana,284984,3208,302272
07-04-2021,Himachal Pradesh,61416,1081,66237
07-04-2021,Jammu and Kashmir,127520,2012,134015
07-04-2021,Jharkhand,121608,1144,129596
07-04-2021,Karnataka,968762,12696,1026584
07-04-2021,Kerala,1106123,4694,1141092
07-04-2021,Lakshadweep,712,1,751
07-04-2021,Ladakh,9824,130,10353
07-04-2021,Madhya Pradesh,285743,4073,313971
07-04-2021,Maharashtra,2583331,56330,3113354
07-04-2021,Manipur,28998,374,29435
07-04-2021,Meghalaya,13881,150,14135
07-04-2021,Mizoram,4447,11,4508
07-04-2021,Nagaland,12140,92,12365
07-04-2021,Odisha,338416,1922,343856
07-04-2021,Puducherry,40317,686,42776
07-04-2021,Punjab,223928,7216,257057
07-04-2021,Rajasthan,324996,2854,343990
07-04-2021,Sikkim,6085,136,6286
07-04-2021,Tamil Nadu,868722,12804,907124
07-04-2021,Telengana,303298,1734,316649
07-04-2021,Tripura,33092,393,33575
07-04-2021,Uttarakhand,98259,1736,103602
07-04-2021,Uttar Pradesh,603495,8924,639928
07-04-2021,West Bengal,574504,10355,597634
08-04-2021,Andhra Pradesh,892736,7262,913274
08-04-2021,Andaman and Nicobar Islands,5020,62,5131
08-04-2021,Arunachal Pradesh,16788,56,16861
08-04-2021,Assam,215722,1111,219027
08-04-2021,Bihar,264402,1591,271919
08-04-2021,Chandigarh,25688,388,29197
08-04-2021,Chhattisgarh,333227,4469,396579
08-04-2021,Dadra and Nagar Haveli and Daman and Diu,3619,2,3812
08-04-2021,Delhi,659980,11133,690568
08-04-2021,Goa,56531,840,60229
08-04-2021,Gujarat,305149,4620,328453
08-04-2021,Haryana,286182,3219,304638
08-04-2021,Himachal Pradesh,61642,1090,66890
08-04-2021,Jammu and Kashmir,127774,2018,134827
08-04-2021,Jharkhand,121885,1151,130908
08-04-2021,Karnataka,971556,12731,1033560
08-04-2021,Kerala,1108078,4710,1144594
08-04-2021,Lakshadweep,716,1,770
08-04-2021,Ladakh,9836,130,10412
08-04-2021,Madhya Pradesh,287869,4086,318014
08-04-2021,Maharashtra,2613627,56652,3173261
08-04-2021,Manipur,28998,374,29447
08-04-2021,Meghalaya,13882,150,14140
08-04-2021,Mizoram,4451,11,4522
08-04-2021,Nagaland,12143,92,12376
08-04-2021,Odisha,338662,1923,344647
08-04-2021,Puducherry,40442,687,42949
08-04-2021,Punjab,226887,7278,260020
08-04-2021,Rajasthan,325779,2866,346791
08-04-2021,Sikkim,6086,136,6317
08-04-2021,Tamil Nadu,870546,12821,911110
08-04-2021,Telengana,303601,1741,319054
08-04-2021,Tripura,33095,393,33612
08-04-2021,Uttarakhand,98444,1741,104711
08-04-2021,Uttar Pradesh,604979,8964,645930
08-04-2021,West Bengal,575371,10363,600024
09-04-2021,Andhra Pradesh,893651,7268,915832
09-04-2021,Andaman and Nicobar Islands,5027,62,5149
09-04-2021,Arunachal Pradesh,16788,56,16873
09-04-2021,Assam,215790,1112,219272
09-04-2021,Bihar,264730,1595,273830
09-04-2021,Chandigarh,26017,389,29521
09-04-2021,Chhattisgarh,334543,4563,407231
09-04-2021,Dadra and Nagar Haveli and Daman and Diu,3631,2,3842
09-04-2021,Delhi,663667,11157,698005
09-04-2021,Goa,56638,842,60811
09-04-2021,Gujarat,307346,4655,332474
09-04-2021,Haryana,287151,3230,307510
09-04-2021,Himachal Pradesh,61902,1096,67511
09-04-2021,Jammu and Kashmir,128020,2019,135662
09-04-2021,Jharkhand,122383,1158,132790
09-04-2021,Karnataka,973949,12767,1040130
09-04-2021,Kerala,1110283,4728,1148947
09-04-2021,Lakshadweep,719,1,778
09-04-2021,Ladakh,9868,130,10503
09-04-2021,Madhya Pradesh,290165,4113,322338
09-04-2021,Maharashtra,2649757,57028,3229547
09-04-2021,Manipur,29001,375,29463
09-04-2021,Meghalaya,13883,151,14165
09-04-2021,Mizoram,4454,11,4558
09-04-2021,Nagaland,12143,92,12381
09-04-2021,Odisha,338890,1923,345526
09-04-2021,Puducherry,40555,687,43242
09-04-2021,Punjab,229367,7334,263090
09-04-2021,Rajasthan,326299,2866,350317
09-04-2021,Sikkim,6090,136,6323
09-04-2021,Tamil Nadu,872415,12840,915386
09-04-2021,Telengana,303964,1746,321182
09-04-2021,Tripura,33103,393,33644
09-04-2021,Uttarakhand,98712,1744,105498
09-04-2021,Uttar Pradesh,606063,9003,654404
09-04-2021,West Bengal,576328,10370,602807
10-04-2021,Andhra Pradesh,894896,7279,918597
10-04-2021,Andaman and Nicobar Islands,5028,62,5161
10-04-2021,Arunachal Pradesh,16789,56,16875
10-04-2021,Assam,215828,1115,219553
10-04-2021,Bihar,265048,1598,276004
